age,male,_2015_1,_2015_2,_2015_3,_2015_4,_2016_1,_2016_2,_2016_3,_2016_4,_2017_1,_2017_2,_2017_3,_2017_4,_2018_1,_2018_2,_2018_3,_2018_4,_2019_1,_2019_2,_2019_3,_2019_4,_2020_1,_2020_2,_2020_3,_2020_4,_2021_1,_2021_2,_2021_3,_2021_4,_2022_1,_2022_2,_2022_3,_2022_4,_2023_1,_2023_2,_2023_3,_2023_4,_2024_1,_2024_2,_2024_3,_2024_4,_2025_1,_2025_2,_2025_3,_2025_4,_2026_1,_2026_2,_2026_3,_2026_4,_2027_1,_2027_2,_2027_3,_2027_4,_2028_1,_2028_2,_2028_3,_2028_4,_2029_1,_2029_2,_2029_3,_2029_4,_2030_1,_2030_2,_2030_3,_2030_4,_2031_1,_2031_2,_2031_3,_2031_4,_2032_1,_2032_2,_2032_3,_2032_4,_2033_1,_2033_2,_2033_3,_2033_4,_2034_1,_2034_2,_2034_3,_2034_4,_2035_1,_2035_2,_2035_3,_2035_4,_2036_1,_2036_2,_2036_3,_2036_4,_2037_1,_2037_2,_2037_3,_2037_4,_2038_1,_2038_2,_2038_3,_2038_4,_2039_1,_2039_2,_2039_3,_2039_4,_2040_1,_2040_2,_2040_3,_2040_4
82,True,24707,24617,24467,29810,29749,29574,28331,24048,23854,22424,21111,25596,25534,24508,24375,25711,25635,25095,24900,23460,23374,22787,22435,27495,25801,24099,23989,32470,30827,30466,30273,26919,26474,26059,25494,25377,25174,24925,24385,24726,24122,23966,23892,26372,25710,25488,25362,39145,38872,37606,37325,33655,33294,32086,31798,38732,38308,38106,37869,41798,41572,41374,40934,38506,38292,36905,35214,57601,57299,56937,54864,42758,41728,41323,40766,48807,46661,45026,44575,50353,49950,49107,48603,47342,47038,44891,44457,53258,53005,52599,52420,40840,38535,38136,36428,46912,45760,45035,44157,44539,43746,43355,42650,45006
83,True,25974,25358,25186,24391,22386,21393,21226,28082,26472,26095,24483,20391,18637,18220,18137,24339,24185,24135,23446,24797,24161,23286,21805,22347,22275,22199,21846,23811,22927,22811,21957,30051,29761,29691,29266,25192,23615,23369,22947,24190,23658,23199,23086,23428,23291,22781,22539,24607,24398,24078,23891,35581,34334,33323,32974,31684,30913,30381,30212,35727,35575,34958,34340,40163,38489,38299,38256,34368,34045,33789,33566,54645,54507,53937,53202,40408,40224,40010,39822,42621,42285,41858,39873,47580,47171,46820,45832,41452,40337,40162,39537,51763,51414,50452,48720,34205,33218,32980,32010,42930,42682,40954,40492,42334
84,True,22291,21553,21343,25061,24996,24923,23488,20011,18755,18559,18474,23345,23150,22869,22813,17858,17858,17792,16967,22768,22342,20994,20393,21257,20770,20273,20105,21514,19247,17414,17310,21120,21020,20836,18415,29157,28833,28716,27908,22193,21839,21643,20735,22964,21048,19634,19524,22469,21181,20918,20722,23544,23340,22722,22362,32881,29895,29548,29181,29510,28267,26926,26873,32857,32739,32180,31748,38036,36412,35779,35321,32166,29872,29771,29581,52467,51787,50978,49911,38256,37488,35707,35527,39547,37642,36841,36105,44918,43073,42887,40311,38598,37885,36786,36676,48073,46613,44943,44580,31845,31324,30941,30042,39910
85,True,14964,14735,14235,21228,21125,20729,20338,23234,22079,20726,19052,18211,17754,17588,16780,22146,22025,21863,20959,16846,16479,15857,15358,20099,19665,18687,17982,19278,19179,18802,18556,16104,15707,15500,14805,18154,17627,17281,17207,27470,26439,25695,25454,20646,20206,20163,19513,19356,18838,16984,16868,19298,19231,18508,18186,21305,20107,19851,18148,28819,28373,27942,26130,26183,25879,25659,24455,29879,26258,25722,25570,34463,34167,33953,33562,28753,27687,27421,26517,47799,45551,45352,43435,33092,31916,31348,30353,34834,33904,33386,32108,40077,39618,38779,36928,36235,35132,34100,33894,44352,43189,41633,41351,29790
86,True,10947,10751,10079,13870,12827,12186,11966,19193,18936,18079,17877,18974,18675,17260,16494,16282,16282,16174,16174,20929,19481,17787,17450,15127,14904,13600,13548,16978,16792,16023,15832,18431,17634,17457,16659,14678,13390,13300,12546,16894,16818,16732,16538,25033,24740,22978,22306,18915,18481,17626,16536,16349,16251,15311,15108,17835,17253,16976,15292,16430,15762,15734,15615,25656,25063,23337,23183,24152,23989,23782,23090,25448,25353,25080,23382,31644,31360,29603,29443,24775,23989,22885,22706,42603,41748,39541,36580,29843,29106,27657,27302,31372,30540,30204,29869,35787,33697,33562,32526,33428,33245,32779,30779,40412
87,True,16070,15505,15335,9958,9331,9258,8656,10734,10360,10193,9947,17653,17061,16965,16855,16293,16003,15701,15638,16174,16062,15990,14797,16953,14437,14142,13737,12919,12737,12383,12314,15566,15337,14127,14026,16494,15897,15566,14547,12378,12304,11507,10190,16326,16118,15765,15598,22227,22141,21781,21126,16245,16209,15258,15023,14266,14091,14029,13836,15182,14869,14109,13629,15115,14905,14173,13053,22930,22712,22262,21840,22601,22517,21104,21072,22148,21400,20846,20183,28174,26280,24574,24392,22284,22063,21958,21316,35037,33321,33108,32363,26880,26414,23583,23443,29340,29036,28370,28077,30733,30116,29651,29300,30582
88,True,7957,7565,7480,14969,14425,13725,13725,8369,6675,6406,6406,9784,9327,9327,9026,16770,16687,16031,16031,14933,14323,13792,12921,13337,13337,12464,12269,13655,13191,12917,12819,12237,11910,11848,11631,13462,13284,13201,13125,13988,12554,12426,12223,10149,9974,9851,9749,13760,13385,13209,12951,20723,20672,20510,18372,14844,14745,13351,13259,13420,12785,12603,11127,13499,13433,12657,12539,12832,12486,12185,12118,21094,20601,20383,20347,20135,19774,19097,18786,19837,19773,19472,19211,22238,22129,21066,20071,21189,20633,20554,20439,31898,31763,31457,29845,22126,22022,21913,21606,27870,27583,27507,27407,28247
89,True,8472,8393,8164,7154,7154,6482,6482,13725,13619,12896,11149,6176,4766,4362,3927,8805,8805,8805,7984,15239,15199,14719,14110,12518,10162,10162,10162,12032,11265,11193,10984,11125,10721,10294,10207,10983,9857,9857,9708,12628,12341,11593,11486,11978,11940,11250,11059,9749,9050,8468,8275,12951,12691,12566,11530,18221,17299,17177,15476,12884,12672,12672,12672,10869,10218,10096,9989,12353,12033,11922,11190,11945,11800,11677,11451,19825,19701,19602,19481,18613,18173,18045,17983,18979,18886,18404,16823,18780,18693,18600,18219,20118,19929,19453,18069,29438,28164,27004,25799,20812,20669,20370,20153,26267
90,True,6007,5900,5900,8042,7379,7287,7203,6144,6144,6144,6144,10357,10273,9770,7747,3927,3793,3682,3497,6553,6383,6144,5939,13654,13425,13317,13112,9128,8586,7982,7377,10589,10225,9607,9513,10034,10034,9847,8289,9248,8530,8314,7986,10690,10332,8774,8659,9636,9463,8056,7952,8047,7831,7764,7587,11164,10712,10000,10000,15004,14807,14616,14198,12547,11358,11205,11007,9897,8925,8801,8326,10682,10502,10402,10291,10034,9887,9338,8632,18116,17525,17287,15848,15023,13923,13463,12840,15711,15351,14883,14315,17324,17244,17043,16629,17298,16774,15808,15716,24357,23810,23025,21658,19946
91,True,6541,5926,5742,5900,5676,5043,3735,7203,6391,6391,5912,6144,6014,5608,5608,7230,7230,7230,7230,3497,2934,2934,2934,5502,5289,4202,4082,12557,10223,9858,9048,7298,6998,6998,6998,8922,8792,8031,7983,8289,8151,8151,7957,7777,6296,6123,5510,8081,7910,7808,7808,7952,7739,7739,6342,6339,6192,5977,5778,9377,9284,8895,8775,14116,13734,13664,13630,10803,10601,10439,10371,8194,8052,7870,7244,10159,9997,9890,8670,8429,8338,7828,7828,15785,15683,15484,15253,12035,11821,11497,10278,14087,13981,13922,13805,15990,15800,15533,15443,15033,14282,13797,13511,19903
92,True,5978,5978,5978,5386,4821,4821,3868,3569,3569,3251,3162,5702,5675,5065,3661,5608,5286,5286,5286,7230,7230,7230,7021,2934,2665,2490,2490,3865,3637,3047,2821,8849,8699,8586,8491,6909,6909,6663,5937,7983,6379,5742,5742,7626,7441,7441,7097,5305,5115,4947,3214,7559,7353,7353,7353,6014,6014,4593,4490,5778,5033,5033,5033,7838,7747,7532,7532,12436,12258,12203,11581,10243,8769,8769,8414,7112,6845,6764,6527,8462,8147,7871,7606,7714,7424,7424,6921,15002,14025,13435,13073,9146,7033,6969,6823,13182,12963,12471,11120,15220,14995,14593,14446,13230
93,True,2295,2295,2063,5978,5978,5978,5978,3752,3752,3752,3752,3162,3162,2949,2949,3606,3606,3606,3606,5191,3448,3448,3448,7021,7021,5800,5800,2490,2049,1983,1983,2821,2821,2821,2260,7147,6540,6188,5596,5937,5372,4745,4474,5742,5338,5338,4971,6842,6715,6715,6715,2731,2620,2620,2463,7237,7093,7005,7005,4490,4490,4377,3719,5033,4908,4908,4826,7532,6677,6677,5719,10150,10150,10150,9474,8313,8139,8139,8139,5923,5923,5846,5846,7606,7437,7437,7437,6792,6491,6436,6193,12884,12691,12448,10644,6526,6389,6186,6097,11042,10856,10682,9378,13801
94,True,1655,1655,1655,2063,2063,2063,2063,5978,4413,4413,3630,3302,3140,3140,3140,2630,2630,2630,2566,3606,3606,3606,3516,2238,2238,2238,2238,5135,5135,5135,5135,1983,1983,1983,1765,2260,2260,2260,2100,5344,5344,5344,5344,4379,4379,4379,4379,4971,4971,4971,4158,5342,4932,4932,4932,2463,2463,2463,2463,7005,7005,7005,6710,3683,3511,3248,3248,4735,4735,4628,4628,5546,5464,5464,5144,7937,7937,7937,7612,6592,6493,6406,5973,5846,5542,4174,4174,7331,7331,7224,6021,6037,5916,5024,5024,9036,8945,8707,8570,6097,5983,5371,5160,8461
95,True,2757,2757,2757,1655,1655,1655,1655,2063,2063,2063,2063,3630,3446,3446,3446,3140,2636,2288,2288,2566,2506,2428,2428,3121,3121,2764,2764,1913,1810,1810,1810,4736,4736,4736,4736,1765,1765,1008,822,1937,1937,1937,1937,5222,5222,5111,4425,4379,4379,2839,2747,2719,2719,2586,2586,4932,4898,4898,4898,2463,2463,2305,1998,6106,5833,5833,5206,2454,1653,1653,1653,4628,4508,4405,4405,4299,4299,3641,3399,7085,6806,6806,6000,5869,4390,4390,4288,4174,2802,2717,2632,5820,5820,5820,5820,5024,4922,4833,4780,8454,8307,8307,8138,5047
96,True,204,204,204,2757,2757,2167,2167,1655,1655,1655,1655,2063,2063,2063,2063,3123,3123,2276,2276,2288,1739,1739,1739,2428,2217,1894,1808,2100,1812,368,368,1810,1810,1810,1513,4736,4736,4736,4736,735,735,735,735,1937,1937,1937,1937,2782,2782,2782,2366,2747,2689,2689,2689,2586,2586,2586,2586,4432,4432,4432,4432,1792,1319,1319,1136,3663,3581,3376,3288,1653,1653,1422,1422,4405,4405,4405,4405,2736,2220,2220,2220,6000,5700,5700,5607,4143,3002,3002,2787,2632,2632,2592,2421,5217,5217,5217,5102,3601,3534,1941,1941,7896
97,True,0,0,0,0,0,0,0,2167,2167,2167,2167,1295,1295,1295,1295,2063,1133,1133,1133,2276,2276,2276,2276,1739,1739,1739,1739,1808,1808,1808,1808,368,368,368,368,1513,1513,1513,819,4034,3880,3880,3806,735,735,735,735,1937,1860,1860,1860,993,960,960,960,2689,1775,1775,1775,2586,2586,2325,2224,4432,4432,4432,4432,389,389,389,389,2696,2055,1919,1919,1422,1422,1356,1356,4301,4093,4093,4093,2220,1654,1654,1654,5607,4102,3430,3217,2723,2477,2477,2156,2268,2075,2075,2075,4905,4905,4905,4624,1682
98,True,0,0,0,0,0,0,0,0,0,0,0,611,611,611,611,701,701,701,701,1133,1133,1133,1133,2276,2276,2276,2276,1739,1739,1739,1739,1808,1808,1808,1808,319,319,319,319,819,819,819,819,3806,3806,3614,3614,735,631,631,631,1860,1860,1860,1743,960,960,960,960,1775,1673,1673,1673,2224,2224,1562,1562,4432,4432,4334,4334,389,389,389,389,1919,1919,1919,1919,1194,983,983,983,3894,3894,3153,2901,1654,1162,1162,1162,3217,2931,2732,2732,2156,2156,2156,2156,2075,2075,1757,1658,4398
99,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611,611,611,701,701,701,701,1133,1133,1133,1133,2276,2276,2276,2276,1739,1739,1739,1739,1808,1808,1520,1520,258,258,258,258,819,109,109,109,2140,1655,1655,1655,631,631,631,631,1743,1743,1743,1216,839,839,742,639,1673,1673,1673,1673,1562,1562,1562,801,3439,3237,3237,3237,389,187,187,0,1919,1919,1919,1919,983,983,983,983,2147,2147,2147,2147,1162,1162,1162,1162,2732,2611,1653,1653,1862,1862,1862,1760,1658
100,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611,611,611,701,701,701,479,1133,1133,1133,1133,2276,2276,1367,1367,472,472,472,472,1520,1520,0,0,258,258,258,258,109,109,109,109,1655,1655,1655,1655,501,501,501,501,1089,486,486,486,639,639,114,114,1673,1673,1505,1459,196,196,196,196,3237,3237,3237,2010,0,0,0,0,1919,1919,1919,1919,983,983,983,722,2147,1863,1748,1748,1162,1010,1010,950,1653,1653,1653,1653,1760
101,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611,611,611,0,0,0,0,1133,1133,0,0,1367,1367,1086,1086,472,472,306,306,0,0,0,0,258,258,258,258,0,0,0,0,1251,1251,1251,1251,501,501,501,501,486,486,486,486,114,114,114,0,1459,835,835,835,45,45,45,45,2010,2010,2010,1129,0,0,0,0,1919,1919,1734,1734,722,315,315,315,1748,1748,1748,1748,950,511,511,511,1653
102,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611,611,611,0,0,0,0,0,0,0,0,1086,211,211,211,0,0,0,0,0,0,0,0,258,135,135,135,0,0,0,0,1251,1251,1251,1251,399,399,399,399,486,486,486,486,0,0,0,0,835,835,835,835,45,45,0,0,1129,1129,1129,1129,0,0,0,0,1734,1734,1734,1734,186,0,0,0,1748,1748,1748,1748,0
103,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611,611,0,0,0,0,0,0,0,0,0,211,211,83,83,0,0,0,0,0,0,0,0,135,135,135,135,0,0,0,0,1251,1251,1251,1251,399,399,399,399,486,189,0,0,0,0,0,0,835,835,835,835,0,0,0,0,1129,1129,70,70,0,0,0,0,1555,1555,1555,1555,0,0,0,0,1748
104,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,135,135,135,135,0,0,0,0,1251,1251,1251,1251,399,399,399,0,0,0,0,0,0,0,0,0,835,835,835,835,0,0,0,0,70,70,70,70,0,0,0,0,1555,1555,1555,1555,0
